EmployeeID,Age,Gender,Department,JobRole,EducationLevel,MaritalStatus,Location,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,PerformanceRating,WorkLifeBalance,JobSatisfaction,TrainingTimesLastYear,OverTime,Attrition,HireDate,LastWorkingDate
1839,50,Female,HR,Engineer,PhD,Divorced,Pune,173412,11,6,0,5,4,2,9,Yes,Yes,2018-11-27,2020-06-10
1840,33,Male,Finance,Engineer,Masters,Single,Bangalore,35376,7,3,2,5,1,2,2,No,No,2011-10-06,
1841,38,Other,Sales,Executive,High School,Single,Pune,114769,13,6,0,4,1,3,8,Yes,Yes,2016-07-04,2021-04-11
1842,30,Female,Finance,Analyst,Masters,Single,Pune,24318,11,8,3,5,1,2,6,No,No,2012-11-06,
1843,34,Other,R&D,Analyst,Masters,Married,Delhi,48273,1,1,2,4,1,1,5,Yes,No,2014-08-04,
1844,29,Female,Finance,Manager,High School,Single,Delhi,49433,13,12,4,5,4,3,5,Yes,No,2020-01-16,
1845,23,Male,Marketing,Analyst,PhD,Single,Delhi,43439,18,13,8,5,4,3,5,No,No,2012-09-06,
1846,38,Female,Marketing,Specialist,PhD,Married,Bangalore,139598,3,8,3,1,1,4,4,No,Yes,2016-10-06,2021-02-15
1847,55,Female,Sales,Associate,PhD,Married,Pune,76437,3,13,0,3,3,4,8,No,No,2020-05-14,
1848,43,Female,Sales,Specialist,Masters,Married,Chennai,124303,18,7,8,2,3,4,2,No,No,2010-06-25,
1849,27,Male,Sales,Engineer,Bachelors,Single,Hyderabad,68850,6,4,9,1,4,1,2,Yes,No,2019-09-08,
1850,43,Female,IT,Manager,Bachelors,Single,Bangalore,21354,9,8,4,1,3,3,8,No,Yes,2010-06-05,2013-10-17
1851,55,Other,Marketing,Executive,High School,Divorced,Pune,27139,18,10,4,5,3,1,7,No,Yes,2018-08-15,2021-09-25
1852,33,Other,Sales,Engineer,Masters,Divorced,Hyderabad,168537,11,10,5,3,4,3,0,No,No,2020-04-22,
1853,21,Female,Marketing,Engineer,High School,Single,Delhi,108074,10,7,5,5,3,4,2,No,No,2021-03-19,
1854,28,Male,HR,Associate,High School,Single,Hyderabad,136740,9,5,0,2,2,1,9,Yes,No,2013-01-18,
1855,49,Male,IT,Specialist,PhD,Single,Chennai,87952,15,3,1,5,4,1,2,No,No,2012-03-12,
1856,38,Other,IT,Specialist,PhD,Single,Chennai,70734,8,11,1,5,1,4,9,No,Yes,2016-02-24,2020-10-15
1857,39,Other,IT,Associate,PhD,Married,Mumbai,74017,18,0,5,4,1,3,3,Yes,No,2020-09-05,
1858,58,Other,Finance,Specialist,Masters,Married,Mumbai,26544,15,14,5,2,3,2,0,No,No,2011-10-10,
1859,58,Female,Marketing,Associate,Bachelors,Single,Chennai,57855,15,14,4,4,4,4,5,Yes,No,2023-06-10,
1860,45,Other,Sales,Analyst,Masters,Single,Chennai,46534,1,5,8,1,3,2,2,No,No,2014-10-11,
1861,56,Other,IT,Engineer,PhD,Divorced,Bangalore,112303,17,12,4,2,3,2,0,Yes,No,2016-04-20,
1862,34,Male,Finance,Manager,Masters,Single,Mumbai,80044,6,7,1,5,3,4,0,No,No,2018-01-27,
1863,47,Other,Marketing,Manager,Bachelors,Married,Pune,135259,0,4,7,5,1,2,8,No,No,2017-11-17,
1864,45,Male,Marketing,Manager,Bachelors,Single,Bangalore,65097,10,0,3,1,1,2,7,No,No,2010-09-12,
1865,30,Male,Sales,Analyst,Bachelors,Married,Hyderabad,128227,14,2,5,5,3,1,4,Yes,No,2013-08-26,
1866,42,Male,HR,Manager,High School,Single,Bangalore,158145,3,1,8,5,3,2,9,No,No,2010-06-13,
1867,34,Male,Sales,Specialist,Masters,Married,Bangalore,130078,9,2,7,4,1,4,7,Yes,No,2013-04-03,
1868,45,Female,Operations,Associate,Bachelors,Single,Pune,131750,18,6,7,2,2,1,2,Yes,No,2023-07-17,
1869,35,Male,Sales,Executive,Masters,Married,Bangalore,177795,2,3,4,3,2,2,8,No,No,2012-08-26,
1870,23,Female,Sales,Associate,PhD,Divorced,Bangalore,71761,7,9,0,5,2,3,5,No,No,2016-12-15,
1871,32,Female,Marketing,Executive,Bachelors,Divorced,Bangalore,113329,12,14,9,1,1,1,5,No,No,2010-03-01,
1872,43,Female,Finance,Executive,High School,Single,Pune,107562,6,14,7,5,2,2,1,No,Yes,2013-05-08,2013-11-13
1873,39,Female,Operations,Associate,Bachelors,Divorced,Mumbai,113938,5,11,9,3,1,2,6,Yes,No,2011-10-08,
1874,48,Female,R&D,Executive,Masters,Single,Bangalore,55561,2,4,8,3,3,2,9,No,No,2012-05-18,
1875,29,Female,IT,Executive,Bachelors,Single,Hyderabad,67547,4,10,9,1,2,1,0,Yes,No,2023-12-13,
1876,45,Male,HR,Executive,PhD,Single,Bangalore,152533,8,13,2,5,3,4,5,Yes,Yes,2013-10-21,2020-08-07
1877,28,Other,R&D,Analyst,High School,Divorced,Bangalore,154648,4,7,0,2,1,3,5,No,No,2023-05-09,
1878,45,Male,Finance,Executive,High School,Married,Delhi,48688,17,6,5,1,2,2,2,No,No,2014-09-08,
1879,44,Other,Operations,Executive,Masters,Divorced,Bangalore,34026,8,6,0,2,2,4,7,Yes,No,2012-11-26,
1880,35,Male,Sales,Engineer,Bachelors,Married,Chennai,118452,17,0,3,4,4,1,2,No,No,2021-09-13,
1881,50,Female,Finance,Specialist,Bachelors,Married,Delhi,168032,14,2,9,1,2,4,5,No,No,2011-04-08,
1882,37,Male,Marketing,Associate,High School,Divorced,Chennai,169501,0,4,7,4,1,2,6,No,No,2018-07-17,
1883,31,Other,R&D,Analyst,High School,Married,Pune,101163,12,7,0,5,1,4,1,No,No,2020-05-12,
1884,24,Male,Sales,Specialist,Bachelors,Divorced,Bangalore,46571,15,9,2,2,4,2,6,No,No,2013-07-01,
1885,39,Male,Finance,Manager,Bachelors,Single,Chennai,139053,10,11,4,5,4,4,5,No,No,2010-10-10,
1886,30,Other,IT,Associate,Bachelors,Divorced,Pune,130780,10,12,5,4,2,1,2,No,Yes,2016-03-06,2017-11-05
1887,43,Male,IT,Analyst,Bachelors,Married,Mumbai,129987,7,6,9,1,1,1,4,No,No,2017-05-23,
1888,42,Other,Marketing,Engineer,Masters,Single,Delhi,173552,13,13,0,5,4,2,9,Yes,No,2016-09-23,
1889,50,Other,R&D,Analyst,High School,Married,Mumbai,43119,5,5,7,2,4,3,5,No,No,2014-10-21,
1890,57,Male,R&D,Engineer,High School,Single,Bangalore,48634,8,10,5,1,2,4,2,Yes,No,2015-05-21,
1891,51,Female,Operations,Associate,Masters,Married,Pune,60888,18,7,9,2,1,3,3,No,No,2017-05-21,
1892,35,Other,R&D,Associate,PhD,Divorced,Bangalore,105490,1,9,2,4,1,3,3,Yes,No,2017-11-06,
1893,37,Other,Operations,Engineer,Masters,Single,Bangalore,50353,16,1,2,2,1,3,8,No,No,2022-08-30,
1894,25,Male,Finance,Manager,Masters,Divorced,Delhi,161367,11,3,6,3,2,3,8,No,Yes,2019-02-13,2020-02-16
1895,33,Female,Marketing,Specialist,High School,Married,Mumbai,75256,6,8,6,2,4,4,7,No,No,2020-02-11,
1896,50,Male,IT,Specialist,Bachelors,Single,Delhi,154150,3,2,7,3,3,4,3,No,No,2016-01-20,
1897,46,Male,Finance,Analyst,High School,Single,Chennai,71481,3,10,2,2,3,3,0,No,No,2010-01-17,
1898,44,Male,R&D,Engineer,Masters,Divorced,Pune,130478,16,11,5,4,3,3,9,No,No,2020-09-13,
1899,33,Other,Sales,Engineer,Bachelors,Single,Hyderabad,30040,17,10,5,4,1,4,2,No,No,2017-07-12,
1900,23,Female,Sales,Engineer,Masters,Divorced,Delhi,79090,19,8,7,4,1,1,0,No,Yes,2015-08-11,2019-10-08
1901,59,Male,Marketing,Specialist,Bachelors,Single,Delhi,44248,18,2,1,1,2,1,8,No,No,2022-06-01,
1902,41,Other,Operations,Manager,Masters,Divorced,Delhi,28104,4,1,5,4,3,1,2,No,No,2019-09-10,
1903,59,Male,IT,Manager,High School,Divorced,Pune,37038,11,5,8,4,3,4,6,No,Yes,2022-12-28,2023-05-10
1904,27,Female,Operations,Associate,High School,Married,Chennai,144809,11,9,2,3,3,2,8,No,No,2020-11-28,
1905,32,Other,R&D,Executive,PhD,Divorced,Chennai,168293,9,1,7,5,1,1,6,Yes,No,2022-07-15,
1906,56,Male,HR,Engineer,PhD,Married,Bangalore,33872,15,2,6,1,3,3,6,Yes,No,2010-01-02,
1907,52,Male,Sales,Executive,High School,Single,Hyderabad,96441,12,12,6,3,1,1,3,Yes,No,2022-01-21,
1908,37,Female,Sales,Associate,Masters,Divorced,Chennai,97763,19,2,6,5,1,1,7,No,Yes,2021-02-24,2023-05-05
1909,35,Other,R&D,Engineer,PhD,Single,Bangalore,62124,6,8,2,1,3,2,6,No,No,2015-04-18,
1910,52,Male,Finance,Executive,High School,Single,Delhi,83474,15,9,0,5,1,3,0,No,Yes,2010-10-07,2022-05-23
1911,42,Other,Marketing,Analyst,High School,Divorced,Pune,88225,14,12,7,5,3,4,5,Yes,Yes,2023-08-08,2023-10-30
1912,32,Other,HR,Engineer,Masters,Single,Hyderabad,51368,4,8,1,1,2,4,7,Yes,No,2011-01-08,
1913,39,Other,HR,Engineer,Masters,Married,Delhi,77955,19,9,9,4,4,1,3,Yes,No,2014-09-22,
1914,56,Female,R&D,Analyst,High School,Married,Delhi,52326,18,13,0,3,4,1,7,No,No,2022-08-04,
1915,47,Female,HR,Manager,High School,Divorced,Delhi,144401,11,6,8,2,1,3,2,No,No,2022-09-24,
1916,53,Other,HR,Specialist,Bachelors,Single,Chennai,175763,5,7,9,4,3,2,3,No,No,2018-07-12,
1917,53,Other,HR,Executive,PhD,Single,Delhi,174339,9,3,1,2,2,4,3,No,No,2019-07-20,
1918,42,Other,Sales,Associate,High School,Married,Hyderabad,144703,10,2,7,1,4,1,2,No,No,2011-05-31,
1919,41,Other,IT,Manager,Bachelors,Married,Mumbai,43674,18,14,8,5,3,1,3,No,No,2020-12-09,
1920,52,Other,Finance,Analyst,PhD,Single,Hyderabad,128286,2,14,4,4,3,4,4,No,Yes,2015-09-14,2022-04-12
1921,59,Female,HR,Manager,Masters,Married,Pune,144581,12,1,2,1,3,3,3,No,No,2013-04-05,
1922,39,Male,Marketing,Manager,Masters,Single,Pune,160967,6,4,9,4,4,4,8,No,Yes,2023-09-03,2023-12-22
1923,50,Male,R&D,Manager,High School,Single,Mumbai,128546,7,2,3,3,4,4,6,Yes,No,2016-03-05,
1924,55,Male,Marketing,Engineer,Masters,Single,Mumbai,89015,7,12,3,4,4,3,3,No,No,2021-12-15,
1925,37,Male,IT,Associate,Bachelors,Married,Mumbai,67361,5,11,9,1,3,1,1,Yes,No,2021-02-08,
1926,36,Female,Finance,Engineer,High School,Married,Mumbai,85471,11,8,3,1,1,3,4,No,Yes,2016-08-31,2018-08-08
1927,46,Other,Marketing,Engineer,PhD,Married,Mumbai,114436,18,9,6,2,1,1,9,Yes,No,2023-06-20,
1928,48,Female,IT,Associate,Masters,Single,Bangalore,164444,18,5,7,5,1,4,1,No,No,2015-02-18,
1929,34,Other,HR,Analyst,High School,Divorced,Mumbai,160017,10,2,1,3,3,1,3,No,Yes,2018-10-30,2021-05-14
1930,57,Male,Marketing,Executive,PhD,Divorced,Chennai,69999,7,7,6,1,3,2,0,Yes,No,2023-03-05,
1931,43,Other,IT,Associate,Bachelors,Divorced,Pune,97614,11,4,3,5,2,1,8,No,No,2012-06-11,
1932,42,Male,Sales,Analyst,Masters,Married,Bangalore,140135,1,8,6,4,2,1,1,No,Yes,2023-06-20,2023-10-18
1933,49,Male,Marketing,Manager,Bachelors,Divorced,Pune,64590,4,10,5,1,2,1,2,No,No,2010-07-30,
1934,26,Male,Sales,Manager,PhD,Divorced,Pune,74841,2,1,1,1,2,3,4,Yes,Yes,2016-12-30,2022-12-14
1935,37,Other,Marketing,Associate,Masters,Married,Bangalore,150017,17,14,3,2,3,3,4,No,No,2022-03-18,
1936,53,Female,Operations,Engineer,Masters,Married,Chennai,51000,13,4,7,2,1,2,5,Yes,Yes,2023-05-23,2023-12-23
1937,29,Other,Operations,Specialist,Bachelors,Married,Bangalore,183652,4,8,9,2,3,2,3,No,Yes,2018-10-18,2021-08-01
1938,27,Other,Marketing,Specialist,PhD,Married,Pune,81457,0,2,8,2,1,4,0,No,No,2012-03-07,
1939,39,Other,HR,Engineer,PhD,Divorced,Bangalore,174512,10,14,8,1,1,3,5,Yes,No,2010-12-27,
1940,22,Female,R&D,Engineer,Bachelors,Married,Mumbai,186083,17,11,0,3,3,3,7,No,No,2020-08-09,
1941,42,Other,Finance,Executive,Bachelors,Single,Delhi,100501,4,11,5,1,1,1,5,No,No,2016-02-28,
1942,48,Other,IT,Engineer,PhD,Married,Mumbai,38165,10,10,4,3,4,1,6,Yes,No,2021-07-03,
1943,53,Female,R&D,Analyst,PhD,Divorced,Bangalore,187116,0,1,8,2,1,4,4,No,No,2023-02-01,
1944,27,Other,Operations,Engineer,High School,Married,Delhi,149677,15,14,5,3,2,4,2,No,No,2022-05-18,
1945,26,Male,HR,Manager,Bachelors,Married,Hyderabad,32935,2,3,0,1,2,1,8,No,No,2019-10-25,
1946,43,Male,R&D,Analyst,PhD,Divorced,Pune,42789,9,14,9,2,1,4,7,Yes,No,2016-11-09,
1947,27,Female,Marketing,Manager,Masters,Divorced,Mumbai,180232,7,8,5,3,1,2,3,No,No,2010-03-03,
1948,42,Other,IT,Analyst,PhD,Divorced,Mumbai,190110,7,14,0,2,1,3,1,Yes,No,2016-10-11,
1949,34,Other,R&D,Analyst,Masters,Divorced,Hyderabad,61098,6,1,4,4,2,4,0,Yes,No,2022-07-25,
1950,49,Other,Marketing,Specialist,Bachelors,Single,Mumbai,154277,17,8,3,5,3,1,7,No,No,2013-08-23,
1951,55,Male,HR,Engineer,High School,Single,Delhi,54311,19,1,4,5,1,1,7,No,No,2010-04-06,
1952,40,Female,R&D,Specialist,High School,Single,Chennai,90072,15,8,0,4,3,3,6,No,Yes,2019-01-06,2021-04-14
1953,31,Male,R&D,Executive,Masters,Single,Delhi,41601,11,11,3,2,4,1,9,No,No,2017-06-02,
1954,49,Female,Operations,Engineer,Bachelors,Divorced,Pune,157378,12,11,2,5,1,2,0,Yes,No,2021-04-05,
1955,52,Female,IT,Specialist,High School,Single,Chennai,141691,14,6,7,5,1,1,5,No,No,2022-11-14,
1956,43,Other,R&D,Specialist,Masters,Married,Pune,179085,10,11,0,1,4,1,9,Yes,No,2011-05-07,
1957,42,Male,HR,Manager,High School,Married,Delhi,31913,7,4,4,4,3,2,4,Yes,No,2017-08-18,
1958,42,Female,Sales,Analyst,High School,Single,Bangalore,101855,11,7,4,4,2,4,3,No,No,2015-06-19,
1959,46,Other,Operations,Specialist,PhD,Single,Chennai,177320,0,2,3,1,1,3,5,No,No,2017-04-22,
1960,53,Male,IT,Engineer,Masters,Married,Chennai,143747,5,2,1,1,2,2,3,No,Yes,2010-08-27,2018-10-09
1961,36,Female,R&D,Engineer,PhD,Single,Chennai,139097,14,1,3,5,4,1,6,No,Yes,2021-01-27,2021-08-12
1962,21,Male,IT,Analyst,High School,Single,Mumbai,86634,9,13,6,3,3,3,5,No,Yes,2011-12-06,2012-04-21
1963,22,Male,Operations,Manager,Bachelors,Single,Mumbai,127373,18,13,6,1,4,3,4,No,No,2023-07-28,
1964,27,Male,R&D,Specialist,Bachelors,Married,Chennai,194342,17,13,7,4,2,4,9,No,Yes,2016-02-18,2022-06-18
1965,50,Male,HR,Executive,Bachelors,Divorced,Delhi,124004,0,0,8,4,2,4,0,No,No,2021-12-07,
1966,26,Other,Sales,Analyst,Masters,Divorced,Pune,137309,10,12,7,4,1,2,1,No,No,2010-07-18,
1967,37,Other,Sales,Manager,Masters,Single,Pune,177642,1,7,6,4,1,3,9,No,No,2018-08-17,
1968,28,Female,Operations,Executive,PhD,Divorced,Mumbai,160060,19,13,8,5,2,3,1,No,No,2013-11-08,
1969,54,Male,Marketing,Associate,Masters,Married,Pune,74431,8,1,8,2,3,3,4,Yes,No,2014-08-29,
1970,38,Female,IT,Engineer,PhD,Single,Chennai,40325,13,1,0,5,1,1,4,No,No,2023-08-01,
1971,28,Other,HR,Engineer,Bachelors,Divorced,Mumbai,124820,18,14,7,5,4,3,8,Yes,No,2016-10-16,
1972,35,Male,HR,Specialist,PhD,Married,Pune,110051,5,13,9,4,1,1,6,Yes,No,2018-11-30,
1973,47,Male,Marketing,Executive,Bachelors,Married,Pune,152019,4,2,6,1,3,1,1,Yes,No,2010-09-09,
1974,34,Male,Finance,Specialist,Masters,Single,Chennai,157161,6,11,8,4,2,1,1,Yes,No,2012-03-05,
1975,24,Other,Sales,Analyst,High School,Married,Mumbai,171628,17,2,2,2,1,1,8,No,No,2023-03-03,
1976,53,Male,Operations,Analyst,High School,Single,Delhi,120171,12,9,0,1,2,3,4,No,No,2017-05-18,
1977,43,Other,Finance,Analyst,Bachelors,Divorced,Mumbai,136214,3,4,8,2,3,4,6,No,No,2020-07-08,
1978,25,Male,Sales,Specialist,High School,Single,Chennai,89253,18,0,1,3,4,1,0,Yes,No,2017-10-24,
1979,42,Male,Sales,Specialist,High School,Single,Pune,127535,19,5,2,5,3,2,7,No,No,2010-03-01,
1980,36,Female,Sales,Analyst,Masters,Divorced,Bangalore,143441,18,11,3,1,4,1,4,Yes,No,2022-04-22,
1981,40,Female,HR,Specialist,High School,Single,Hyderabad,185529,8,4,0,5,1,2,1,No,No,2020-10-11,
1982,56,Female,Operations,Manager,Masters,Single,Hyderabad,20972,19,13,9,2,3,3,1,No,No,2010-11-25,
1983,37,Male,Finance,Engineer,Masters,Single,Delhi,140883,6,4,1,2,1,2,4,Yes,No,2010-05-26,
1984,41,Female,R&D,Analyst,High School,Single,Hyderabad,163400,7,5,2,3,2,1,0,Yes,No,2019-03-14,
1985,48,Male,Marketing,Analyst,High School,Married,Mumbai,65534,16,2,7,5,2,1,4,No,No,2023-08-01,
1986,36,Other,IT,Analyst,High School,Married,Chennai,61713,16,6,2,2,3,4,6,Yes,No,2017-08-27,
1987,48,Other,Finance,Manager,High School,Single,Chennai,150982,0,7,2,1,1,4,3,No,No,2023-12-12,
1988,53,Female,Marketing,Specialist,Masters,Divorced,Pune,62136,3,3,8,4,3,4,9,No,No,2019-06-22,
1989,52,Male,Finance,Specialist,High School,Divorced,Hyderabad,125547,2,3,8,5,2,1,7,Yes,No,2015-07-14,
1990,39,Other,Operations,Engineer,High School,Married,Hyderabad,20925,15,11,9,3,2,2,7,No,No,2014-07-25,
1991,49,Female,Marketing,Engineer,High School,Single,Mumbai,47235,0,10,6,1,4,4,1,Yes,Yes,2018-11-03,2018-11-09
1992,58,Female,IT,Engineer,High School,Divorced,Bangalore,25277,19,13,3,3,2,3,6,No,No,2014-01-02,
1993,54,Female,Marketing,Associate,Bachelors,Single,Delhi,195571,14,0,4,2,1,4,3,No,No,2020-11-13,
1994,44,Male,IT,Engineer,PhD,Divorced,Bangalore,85781,14,7,4,4,3,4,6,No,No,2021-01-28,
1995,30,Other,Sales,Specialist,Masters,Single,Mumbai,163573,15,10,5,3,1,1,9,No,No,2018-10-18,
1996,33,Male,Finance,Executive,Masters,Married,Pune,182498,17,5,3,1,1,1,2,No,No,2015-02-19,
1997,35,Female,R&D,Manager,High School,Single,Hyderabad,129119,0,14,5,1,4,4,0,Yes,No,2018-11-16,
1998,59,Female,HR,Executive,High School,Single,Delhi,165100,11,3,8,5,4,3,4,No,No,2012-02-23,
1999,44,Other,Operations,Engineer,PhD,Single,Hyderabad,37332,18,5,1,1,4,4,7,No,No,2017-02-07,
2000,25,Male,Operations,Manager,Bachelors,Divorced,Mumbai,72485,2,4,0,4,3,2,4,Yes,No,2018-05-31,
2001,37,Female,HR,Executive,Masters,Married,Delhi,157095,1,9,4,2,1,2,8,No,No,2016-09-17,
2002,41,Female,R&D,Associate,PhD,Married,Mumbai,110805,10,3,0,5,3,4,8,No,No,2019-08-03,
2003,27,Other,HR,Executive,PhD,Divorced,Chennai,163431,0,8,0,1,3,4,0,No,No,2022-12-19,
2004,47,Male,Marketing,Engineer,High School,Married,Bangalore,52357,2,9,9,3,2,2,7,Yes,No,2018-08-05,
2005,36,Male,Sales,Executive,Bachelors,Divorced,Mumbai,123229,10,6,2,5,3,3,5,No,No,2021-05-09,
2006,53,Other,Finance,Executive,PhD,Married,Delhi,80530,18,3,2,5,2,4,3,Yes,No,2013-07-25,
2007,31,Female,IT,Specialist,Masters,Married,Delhi,147728,0,8,7,2,1,3,0,No,No,2013-10-12,
2008,21,Male,Sales,Analyst,PhD,Married,Delhi,42766,9,13,3,2,4,2,4,No,Yes,2023-10-05,2023-10-12
2009,55,Female,R&D,Specialist,PhD,Single,Pune,164090,3,9,6,3,1,3,5,No,No,2015-05-08,
2010,53,Female,Marketing,Executive,Masters,Single,Bangalore,176904,10,2,1,3,3,3,2,Yes,No,2018-03-01,
2011,42,Other,Sales,Executive,Bachelors,Single,Pune,38722,6,1,0,4,3,4,6,No,No,2019-04-15,
2012,41,Male,Operations,Executive,PhD,Divorced,Pune,49346,3,7,1,4,4,3,2,No,No,2013-09-08,
2013,21,Male,Sales,Analyst,Bachelors,Married,Chennai,70054,4,4,1,3,4,2,0,No,Yes,2015-01-18,2020-01-17
2014,53,Male,Operations,Analyst,Bachelors,Divorced,Delhi,180198,3,11,6,4,1,4,6,Yes,Yes,2010-02-19,2021-07-09
2015,54,Other,IT,Engineer,Masters,Married,Pune,156279,17,8,4,4,1,3,8,No,No,2014-11-24,
2016,50,Male,Marketing,Analyst,High School,Single,Chennai,41331,17,3,3,4,2,3,1,No,No,2021-09-03,
2017,43,Female,IT,Analyst,PhD,Married,Hyderabad,33346,5,5,9,4,2,1,7,No,No,2014-09-14,
2018,25,Other,Finance,Manager,Masters,Divorced,Pune,36959,6,5,6,1,1,1,2,No,No,2022-01-16,
2019,23,Male,IT,Manager,Masters,Single,Delhi,128863,3,0,5,5,3,2,5,No,No,2018-11-14,
2020,54,Male,Sales,Associate,Bachelors,Single,Pune,60533,4,9,9,2,1,1,4,No,No,2021-08-25,
2021,24,Male,HR,Specialist,PhD,Divorced,Bangalore,119821,16,3,1,5,2,3,6,No,Yes,2019-12-13,2020-08-07
2022,53,Other,Finance,Manager,PhD,Divorced,Mumbai,31399,13,13,1,1,4,3,9,No,No,2023-03-02,
2023,52,Female,Sales,Manager,PhD,Married,Mumbai,99946,13,10,1,3,2,1,0,No,No,2011-11-05,
2024,28,Female,Sales,Specialist,Bachelors,Single,Pune,56023,16,4,5,5,3,2,9,Yes,Yes,2023-12-28,2023-12-30
2025,35,Male,R&D,Associate,High School,Married,Mumbai,181961,16,12,9,1,3,4,8,No,No,2011-12-29,
2026,53,Female,HR,Associate,High School,Divorced,Delhi,85206,12,14,7,2,2,1,1,Yes,No,2015-02-13,
2027,39,Female,IT,Analyst,Bachelors,Divorced,Hyderabad,172050,3,2,1,3,1,2,2,Yes,No,2013-07-22,
2028,59,Male,Marketing,Executive,PhD,Divorced,Pune,116134,15,10,4,3,3,3,3,No,Yes,2022-04-09,2023-12-11
2029,48,Male,HR,Engineer,PhD,Divorced,Bangalore,38706,6,11,9,3,1,1,1,Yes,Yes,2020-09-07,2021-10-07
2030,38,Female,Operations,Analyst,Bachelors,Married,Chennai,41094,0,14,2,5,3,1,5,No,Yes,2023-09-16,2023-10-13
2031,23,Other,Operations,Specialist,Bachelors,Divorced,Hyderabad,37111,12,3,6,2,2,4,5,No,No,2021-03-16,
2032,51,Female,Operations,Executive,High School,Single,Hyderabad,152044,8,8,6,3,1,3,2,No,No,2012-11-03,
2033,31,Female,Marketing,Analyst,High School,Married,Hyderabad,50579,10,0,9,3,1,2,7,Yes,Yes,2023-04-18,2023-06-22
2034,30,Male,R&D,Engineer,Masters,Divorced,Mumbai,135475,11,13,8,4,3,1,6,No,Yes,2016-11-30,2023-01-05
2035,40,Male,HR,Manager,Bachelors,Divorced,Hyderabad,122263,13,5,2,3,3,3,6,No,No,2022-11-09,
2036,40,Male,Sales,Engineer,Masters,Married,Delhi,44583,2,9,8,1,2,3,4,No,No,2017-07-20,
2037,26,Other,Operations,Manager,High School,Single,Hyderabad,103744,14,14,6,1,3,1,3,No,No,2021-12-18,
2038,36,Other,Sales,Analyst,Masters,Single,Hyderabad,135042,5,4,6,2,1,1,4,No,No,2010-05-19,
2039,35,Female,Marketing,Engineer,High School,Married,Chennai,118737,8,9,2,2,4,3,4,No,No,2012-04-15,
2040,30,Other,HR,Executive,Bachelors,Divorced,Bangalore,81775,11,8,5,2,3,4,2,No,No,2012-12-22,
2041,42,Female,Sales,Analyst,High School,Single,Hyderabad,136814,10,5,1,4,1,4,5,No,No,2015-11-20,
2042,56,Female,R&D,Engineer,Bachelors,Divorced,Bangalore,116777,1,14,0,2,2,2,0,No,Yes,2013-09-14,2019-07-02
2043,29,Other,R&D,Analyst,Bachelors,Divorced,Mumbai,48087,0,4,5,4,2,4,0,No,No,2015-03-01,
2044,56,Female,Operations,Engineer,PhD,Divorced,Bangalore,56764,14,14,8,2,4,4,3,Yes,No,2016-09-23,
2045,40,Male,R&D,Manager,High School,Divorced,Chennai,189924,3,12,1,2,2,4,1,Yes,No,2021-01-06,
2046,36,Female,Marketing,Engineer,Masters,Divorced,Mumbai,56258,14,13,9,5,1,4,0,No,No,2017-09-27,
2047,34,Female,Finance,Engineer,PhD,Divorced,Bangalore,31338,6,0,3,3,2,1,3,No,Yes,2022-11-11,2023-03-30
2048,26,Other,Finance,Associate,PhD,Single,Chennai,24486,5,8,8,5,2,3,1,No,No,2021-12-03,
2049,43,Other,Sales,Associate,PhD,Single,Chennai,172392,5,13,1,3,2,1,2,Yes,Yes,2014-12-21,2018-11-19
2050,49,Male,Marketing,Associate,Masters,Single,Pune,39307,7,9,5,2,3,3,3,Yes,No,2011-05-13,
2051,59,Female,R&D,Executive,PhD,Single,Bangalore,107750,7,9,2,4,3,2,0,Yes,No,2011-09-15,
2052,44,Other,HR,Manager,Masters,Married,Pune,152192,11,6,6,5,2,1,6,Yes,No,2017-10-14,
2053,21,Female,Sales,Associate,Masters,Divorced,Delhi,154599,2,13,0,5,2,3,5,Yes,Yes,2022-06-08,2023-04-10
2054,49,Male,HR,Associate,PhD,Single,Delhi,66545,7,13,4,5,3,4,8,No,No,2021-09-12,
2055,23,Female,Operations,Analyst,PhD,Single,Pune,95427,3,10,8,2,1,4,8,No,No,2020-09-01,
2056,26,Other,Operations,Manager,PhD,Single,Bangalore,194458,16,10,5,2,4,4,4,No,No,2013-08-17,
2057,49,Male,R&D,Engineer,Masters,Divorced,Hyderabad,83271,9,1,3,3,1,3,9,No,No,2022-05-12,
2058,42,Other,HR,Specialist,High School,Divorced,Delhi,22202,2,0,1,5,3,2,9,No,No,2016-05-01,
2059,27,Other,HR,Manager,High School,Divorced,Mumbai,44718,10,5,5,4,3,3,0,Yes,No,2010-06-09,
2060,50,Male,IT,Manager,High School,Divorced,Chennai,178727,18,2,6,1,3,4,5,No,No,2020-02-09,
2061,38,Other,Marketing,Specialist,Masters,Single,Mumbai,114437,18,0,1,5,2,1,6,No,No,2013-12-25,
2062,32,Female,Sales,Specialist,PhD,Married,Chennai,123127,3,3,1,5,4,2,0,Yes,No,2020-03-14,
2063,33,Female,Sales,Associate,High School,Married,Bangalore,187816,8,7,0,5,4,4,2,No,No,2021-07-28,
2064,34,Other,Operations,Executive,Masters,Married,Mumbai,196805,19,12,8,5,2,2,2,No,Yes,2014-09-02,2016-06-02
2065,52,Male,R&D,Associate,Masters,Married,Chennai,59177,7,0,9,2,2,1,5,No,No,2018-11-06,
